City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
82,Verkhnyaya Inta,RU,2022-02-10 08:01:55,65.9811,60.3094,12.52,76,100,12.46
83,Opuwo,NA,2022-02-10 08:01:55,-18.0607,13.84,70.2,78,100,1.72
84,Lazaro Cardenas,MX,2022-02-10 08:01:55,17.9583,-102.2,68.68,83,0,5.61
85,Kavaratti,IN,2022-02-10 08:01:56,10.5669,72.642,80.1,71,97,15.32
86,Musafirkhana,IN,2022-02-10 08:01:56,26.3667,81.8,71.74,46,0,9.19
87,Batagay,RU,2022-02-10 08:01:56,67.6333,134.6333,-36.2,99,54,2.89
88,Sambava,MG,2022-02-10 08:01:57,-14.2667,50.1667,83.34,73,92,8.1
89,Churapcha,RU,2022-02-10 08:01:57,62.0025,132.4325,-19.5,97,97,3.94
90,Bafra,TR,2022-02-10 08:01:57,41.5678,35.9069,46.81,71,96,14.7
91,Cotonou,BJ,2022-02-10 08:01:58,6.3654,2.4183,81.07,80,7,5.26
92,Magaria,NE,2022-02-10 08:01:58,12.9983,8.9099,69.33,8,1,12.44
93,Fairbanks,US,2022-02-10 08:00:00,64.8378,-147.7164,-1.91,79,100,5.3
94,Cabo San Lucas,MX,2022-02-10 08:00:27,22.8909,-109.9124,68.5,71,6,5.01
95,Pitimbu,BR,2022-02-10 08:01:59,-7.4706,-34.8086,78.35,70,65,5.91
96,Valparaiso,CL,2022-02-10 08:00:39,-33.0393,-71.6273,65.48,77,73,1.61
97,Bereda,ES,2022-02-10 08:01:59,43.2686,-7.5406,46.99,100,40,2.21
98,Walvis Bay,NA,2022-02-10 08:02:00,-22.9575,14.5053,69.1,79,4,5.7
99,Tevaitoa,PF,2022-02-10 08:02:00,-16.7833,-151.5,81.16,76,95,14.9
100,Yumen,CN,2022-02-10 08:02:01,40.2833,97.2,31.24,26,100,15.05
101,Yuzhno-Kurilsk,RU,2022-02-10 08:02:01,44.0306,145.8556,22.03,81,67,4.85
102,Port Hawkesbury,CA,2022-02-10 08:02:02,45.6169,-61.3485,33.19,97,100,1.99
103,Moju,BR,2022-02-10 08:02:02,-1.8839,-48.7689,75.27,99,70,2.42
104,Coihaique,CL,2022-02-10 07:58:19,-45.5752,-72.0662,47.01,65,75,2.3
105,Ahipara,NZ,2022-02-10 08:02:02,-35.1667,173.1667,72.18,88,97,7.76
106,Shemgang,BT,2022-02-10 08:02:03,27.2169,90.6579,46.36,80,90,5.37
107,Dingle,PH,2022-02-10 08:02:03,10.9995,122.6711,82.17,66,85,14.41
108,Nouadhibou,MR,2022-02-10 08:02:03,20.931,-17.0347,68.83,47,90,13.06
109,Mar Del Plata,AR,2022-02-10 08:00:23,-38.0023,-57.5575,66.87,89,37,3.0
110,Banda Aceh,ID,2022-02-10 08:02:04,5.5577,95.3222,85.08,68,99,10.49
111,Komsomolskiy,UZ,2022-02-10 08:02:04,40.4272,71.7189,45.75,53,90,4.61
112,Toora-Khem,RU,2022-02-10 08:02:05,52.4675,96.11,0.93,85,100,1.41
113,Magesti,RO,2022-02-10 08:02:05,47.0167,22.45,43.63,76,0,4.25
114,Odweyne,SO,2022-02-10 08:02:06,9.4092,45.064,80.69,15,3,8.7
115,Geraldton,AU,2022-02-10 08:02:06,-28.7667,114.6,90.01,33,0,14.97
116,Le Port,RE,2022-02-10 08:02:06,-20.9373,55.2919,84.16,72,11,3.6
117,Port Alfred,ZA,2022-02-10 08:02:07,-33.5906,26.891,75.45,63,0,9.62
118,Kamiiso,JP,2022-02-10 08:02:07,41.8167,140.65,27.86,84,99,3.56
119,San Vicente,AR,2022-02-10 08:02:08,-26.6167,-54.1333,59.59,59,0,1.79
120,Shwebo,MM,2022-02-10 08:02:08,22.5667,95.7,85.35,20,1,4.88
121,Souillac,MU,2022-02-10 08:02:08,-20.5167,57.5167,84.58,65,40,9.22
122,Hobart,AU,2022-02-10 07:57:10,-42.8794,147.3294,70.27,44,40,12.66
123,Bograd,RU,2022-02-10 08:02:09,54.2344,90.8328,-6.05,93,73,3.29
124,Havelock,US,2022-02-10 08:02:09,34.8791,-76.9013,43.95,80,0,4.68
125,Indiana,US,2022-02-10 08:01:45,40.0003,-86.2503,37.42,76,100,17.27
126,Kununurra,AU,2022-02-10 08:02:10,-15.7667,128.7333,84.18,70,40,9.22
127,Fasa,IR,2022-02-10 08:02:10,28.9383,53.6482,57.15,24,0,4.74
128,Victor Harbor,AU,2022-02-10 08:02:11,-35.5667,138.6167,76.8,64,0,1.99
129,Vaini,TO,2022-02-10 08:02:11,-21.2,-175.2,80.78,83,45,22.59
130,Lompoc,US,2022-02-10 08:02:12,34.6391,-120.4579,65.12,57,0,8.05
131,Caravelas,BR,2022-02-10 08:02:12,-17.7125,-39.2481,73.63,92,6,3.56
132,Kodiak,US,2022-02-10 07:57:59,57.79,-152.4072,21.09,61,5,11.63
133,Namibe,AO,2022-02-10 08:02:13,-15.1961,12.1522,73.62,74,100,1.97
134,Bubaque,GW,2022-02-10 08:02:13,11.2833,-15.8333,77.74,67,0,8.77
135,Cozumel,MX,2022-02-10 07:59:45,20.5083,-86.9458,72.95,88,25,9.17
136,Emiliano Zapata,MX,2022-02-10 08:02:14,18.8333,-99.1833,66.83,38,3,1.83
137,Dosso,NE,2022-02-10 08:02:14,13.049,3.1937,74.25,9,48,14.18
138,Ilulissat,GL,2022-02-10 08:02:15,69.2167,-51.1,-16.02,95,99,12.08
139,Fortuna,US,2022-02-10 08:02:15,40.5982,-124.1573,61.09,93,0,10.36
140,Tevriz,RU,2022-02-10 08:02:16,57.509,72.4042,5.2,82,6,5.79
141,Vardo,NO,2022-02-10 08:02:16,70.3705,31.1107,28.6,80,75,16.11
142,Smoky Lake,CA,2022-02-10 08:02:17,54.1169,-112.4686,43.48,83,87,23.94
143,Liverpool,GB,2022-02-10 07:59:19,53.4106,-2.9779,41.77,81,40,10.36
144,Ambilobe,MG,2022-02-10 08:02:17,-13.2,49.05,79.29,88,100,7.7
145,Saint-Augustin,CA,2022-02-10 08:02:18,51.226,-58.6502,8.8,92,10,6.2
146,Carnarvon,AU,2022-02-10 08:02:18,-24.8667,113.6333,85.14,58,0,21.63
147,Hithadhoo,MV,2022-02-10 08:02:18,-0.6,73.0833,82.15,72,87,11.95
148,Tasiilaq,GL,2022-02-10 08:02:19,65.6145,-37.6368,17.76,58,100,7.29
149,Itarema,BR,2022-02-10 08:02:19,-2.9248,-39.9167,76.73,81,64,6.22
150,Bontoc,PH,2022-02-10 08:02:19,17.0899,120.978,72.84,86,89,3.31
151,Gannan,CN,2022-02-10 08:02:20,47.9147,123.5031,11.43,87,100,6.76
152,Sao Joao Da Barra,BR,2022-02-10 08:02:20,-21.6403,-41.0511,69.51,96,100,8.43
153,Tilichiki,RU,2022-02-10 08:02:21,60.4667,166.1,-14.22,82,31,6.51
154,Bari Sadri,IN,2022-02-10 08:02:21,24.4167,74.4667,70.14,31,0,7.27
155,Iqaluit,CA,2022-02-10 08:02:22,63.7506,-68.5145,-20.42,88,100,1.77
156,Ahuimanu,US,2022-02-10 08:02:23,21.4447,-157.8378,72.75,85,16,1.99
157,Turayf,SA,2022-02-10 08:02:23,31.6725,38.6637,46.11,57,15,16.75
158,Shingu,JP,2022-02-10 08:00:21,33.7333,135.9833,48.9,91,100,1.45
159,Paamiut,GL,2022-02-10 08:02:24,61.994,-49.6678,16.05,75,99,13.67
160,Tiznit,MA,2022-02-10 08:02:24,29.5833,-9.5,58.06,35,36,7.52
161,Brazii,RO,2022-02-10 08:02:24,44.7667,26.35,48.65,58,0,8.21
162,Provideniya,RU,2022-02-10 08:02:25,64.3833,-173.3,-18.38,90,34,4.59
163,Ribeira Grande,PT,2022-02-10 08:02:25,38.5167,-28.7,54.0,76,20,6.91
164,Castro,BR,2022-02-10 08:02:26,-24.7911,-50.0119,58.64,91,93,5.82
165,Yerbogachen,RU,2022-02-10 08:02:26,61.2767,108.0108,-6.86,91,100,5.68
166,Slyudyanka,RU,2022-02-10 08:02:26,51.6594,103.7061,3.96,82,100,3.83
167,Sumbe,AO,2022-02-10 08:02:27,-11.2061,13.8437,78.1,57,100,10.31
168,Puerto Escondido,MX,2022-02-10 08:02:27,15.85,-97.0667,73.44,78,0,4.63
169,Pimentel,PE,2022-02-10 08:02:28,-6.8367,-79.9342,70.68,77,100,8.28
170,Kapit,MY,2022-02-10 08:02:28,2.0167,112.9333,82.99,88,82,1.72
171,Pangnirtung,CA,2022-02-10 08:02:28,66.1451,-65.7125,-21.89,85,28,7.4
172,Kapiri Mposhi,ZM,2022-02-10 08:02:29,-13.9652,28.6809,70.97,85,96,3.83
173,Los Llanos De Aridane,ES,2022-02-10 08:02:29,28.6585,-17.9182,64.15,68,0,4.61
174,Mount Gambier,AU,2022-02-10 08:02:29,-37.8333,140.7667,65.7,51,10,10.11
175,Dryden,CA,2022-02-10 08:00:36,49.7833,-92.7503,5.29,85,100,4.61
176,Sitka,US,2022-02-10 08:02:30,57.0531,-135.33,37.29,87,100,19.57
177,Mahebourg,MU,2022-02-10 08:02:30,-20.4081,57.7,84.49,65,40,9.22
178,Natal,BR,2022-02-10 08:02:31,-5.795,-35.2094,78.22,69,39,4.16
179,Kijang,KR,2022-02-10 08:02:31,35.2442,129.2139,48.69,31,4,2.59
180,Pisco,PE,2022-02-10 08:02:32,-13.7,-76.2167,68.02,84,100,2.95
181,Poum,NC,2022-02-10 08:02:32,-20.2333,164.0167,80.55,88,100,30.6
182,Ulladulla,AU,2022-02-10 08:02:32,-35.35,150.4667,74.88,85,100,12.88
183,Chimbote,PE,2022-02-10 08:02:33,-9.0853,-78.5783,69.42,82,100,4.59
184,Samaipata,BO,2022-02-10 08:02:33,-18.15,-63.8667,48.81,81,45,2.98
185,Hwange,ZW,2022-02-10 08:02:33,-18.3693,26.5019,82.38,59,0,4.85
186,Aleksandrovsk-Sakhalinskiy,RU,2022-02-10 08:02:34,50.8975,142.1561,13.01,98,100,3.53
187,Panaba,MX,2022-02-10 08:02:34,21.2833,-88.2667,65.7,93,21,4.41
188,Hasaki,JP,2022-02-10 08:02:35,35.7333,140.8333,39.6,87,100,23.04
189,Jutai,BR,2022-02-10 08:02:35,-5.1833,-68.9,70.83,99,100,2.37
190,Airai,TL,2022-02-10 08:02:35,-8.9266,125.4092,63.36,98,100,0.36
191,Maniitsoq,GL,2022-02-10 08:02:36,65.4167,-52.9,5.65,88,100,6.96
192,San Jeronimo,PE,2022-02-10 08:02:36,-11.9472,-75.2829,49.21,87,100,2.59
193,Coquimbo,CL,2022-02-10 08:01:50,-29.9533,-71.3436,64.08,84,28,3.53
194,Zhigalovo,RU,2022-02-10 08:02:37,54.8097,105.1578,-2.96,82,100,3.0
195,Belmonte,BR,2022-02-10 08:02:37,-15.8631,-38.8828,75.97,87,61,1.92
196,Vestmanna,FO,2022-02-10 08:02:38,62.1564,-7.1664,31.12,55,75,16.11
197,Chuy,UY,2022-02-10 08:02:38,-33.6971,-53.4616,62.6,86,3,5.77
198,Zhigansk,RU,2022-02-10 08:02:38,66.7697,123.3711,-30.14,97,96,9.4
199,Klaksvik,FO,2022-02-10 08:02:39,62.2266,-6.589,32.92,65,100,25.68
200,Waipawa,NZ,2022-02-10 08:00:54,-41.4122,175.5153,70.43,75,100,10.89
201,Ballina,AU,2022-02-10 08:02:39,-28.8667,153.5667,74.21,64,0,8.61
202,Alamosa,US,2022-02-10 08:02:39,37.4695,-105.87,26.11,92,0,8.05
203,Port Elizabeth,ZA,2022-02-10 08:02:40,-33.918,25.5701,76.15,58,0,10.0
204,Plettenberg Bay,ZA,2022-02-10 08:02:40,-34.0527,23.3716,70.03,81,27,8.55
205,Chicama,PE,2022-02-10 08:02:40,-7.8447,-79.1469,69.85,76,100,2.04
206,Harer,ET,2022-02-10 08:02:41,9.3094,42.1258,74.86,25,76,5.73
207,Inverell,AU,2022-02-10 08:02:41,-29.7833,151.1167,83.1,38,81,1.99
208,Nome,US,2022-02-10 08:02:42,64.5011,-165.4064,-22.85,77,79,5.14
209,Haines Junction,CA,2022-02-10 08:02:42,60.7522,-137.5108,26.29,82,100,11.05
210,Guerrero Negro,MX,2022-02-10 08:02:43,27.9769,-114.0611,60.12,65,0,2.51
211,Dicabisagan,PH,2022-02-10 08:02:43,17.0818,122.4157,79.48,70,17,6.58
212,Voyinka,UA,2022-02-10 08:02:43,45.8699,33.9914,39.72,69,11,9.89
213,Voh,NC,2022-02-10 08:02:44,-20.9667,164.7,79.39,94,100,12.41
214,Kihei,US,2022-02-10 08:02:44,20.785,-156.4656,74.84,78,95,2.44
215,Tuatapere,NZ,2022-02-10 08:02:44,-46.1333,167.6833,65.82,81,66,1.81
216,Colomi,BO,2022-02-10 08:02:45,-17.35,-65.8667,48.22,91,100,2.93
217,Northam,GB,2022-02-10 08:02:45,51.0333,-4.2167,44.29,76,100,12.91
218,Kismayo,SO,2022-02-10 08:02:46,-0.3582,42.5454,83.55,63,56,19.13
219,Diamantino,BR,2022-02-10 08:02:46,-14.4086,-56.4461,69.67,97,100,3.09
220,Trinidad,BO,2022-02-10 08:02:47,-14.8333,-64.9,71.74,90,100,0.51
221,Luganville,VU,2022-02-10 08:02:47,-15.5333,167.1667,80.51,81,100,6.38
222,Nanortalik,GL,2022-02-10 08:02:48,60.1432,-45.2371,18.99,61,70,6.46
223,Naze,JP,2022-02-10 08:02:48,28.3667,129.4833,55.74,72,93,15.97
224,Hualmay,PE,2022-02-10 08:02:49,-11.0964,-77.6139,69.17,85,100,6.6
225,Leningradskiy,RU,2022-02-10 08:02:49,69.3833,178.4167,-30.8,97,91,6.35
226,Balikpapan,ID,2022-02-10 08:02:49,-1.2675,116.8289,83.39,84,40,3.44
227,Bin Qirdan,TN,2022-02-10 08:02:50,33.1378,11.2197,51.66,58,0,4.72
228,Sao Felix Do Xingu,BR,2022-02-10 08:02:50,-6.6447,-51.995,70.27,99,100,0.94
229,Dahra,DZ,2022-02-10 08:02:50,36.2546,0.8519,48.2,75,0,2.15
230,Hamilton,US,2022-02-10 08:02:08,39.1834,-84.5333,38.95,77,75,1.99
231,Kidal,ML,2022-02-10 08:02:51,18.4411,1.4078,67.91,9,0,10.02
232,Barstow,US,2022-02-10 08:02:51,34.8986,-117.0228,63.3,23,0,3.18
233,Kristianstad,SE,2022-02-10 08:02:51,56.0313,14.1524,39.58,94,75,10.36
234,Jaisalmer,IN,2022-02-10 08:02:52,26.9147,70.9181,74.07,17,0,4.99
235,Bredasdorp,ZA,2022-02-10 08:02:52,-34.5322,20.0403,67.28,70,99,7.05
236,Azua,DO,2022-02-10 08:02:52,18.4532,-70.7349,71.06,84,75,3.33
237,Krasnovishersk,RU,2022-02-10 08:02:53,60.4078,57.082,26.17,89,100,12.66
238,Vanimo,PG,2022-02-10 08:02:53,-2.6741,141.3028,83.1,74,64,4.36
239,Mayo,US,2022-02-10 08:02:54,38.8876,-76.5119,45.09,64,0,4.61
240,Zakamensk,RU,2022-02-10 08:02:55,50.3741,103.2863,4.05,65,100,1.92
241,Trairi,BR,2022-02-10 08:02:55,-3.2778,-39.2689,77.11,80,86,4.32
242,Pevek,RU,2022-02-10 08:02:55,69.7008,170.3133,-30.5,98,100,2.77
243,Atikokan,CA,2022-02-10 08:02:56,48.7555,-91.6216,-5.03,100,100,3.91
244,Abu Samrah,SY,2022-02-10 08:02:56,35.3029,37.1841,47.68,73,93,12.1
245,Saint-Pierre,RE,2022-02-10 08:02:56,-21.3393,55.4781,83.84,69,0,13.8
246,Kruisfontein,ZA,2022-02-10 08:02:57,-34.0033,24.7314,76.93,52,0,16.15
247,Boda,CF,2022-02-10 08:02:57,4.3189,17.4695,87.33,11,51,8.86
248,Kouroussa,GN,2022-02-10 08:02:57,10.65,-9.8833,70.47,20,1,5.06
249,Vozdvizhenka,RU,2022-02-10 08:02:58,43.9,131.95,33.55,91,95,2.53
250,Makakilo City,US,2022-02-10 08:02:58,21.3469,-158.0858,71.56,74,73,6.91
251,Luorong,CN,2022-02-10 08:02:59,24.4058,109.6086,46.69,86,100,4.09
252,Ponta Do Sol,PT,2022-02-10 08:02:59,32.6667,-17.1,69.01,56,96,1.23
253,Vila Franca Do Campo,PT,2022-02-10 08:02:59,37.7167,-25.4333,58.19,76,61,8.39
254,Lorengau,PG,2022-02-10 08:03:00,-2.0226,147.2712,81.09,83,85,7.27
255,Cherskiy,RU,2022-02-10 08:03:00,68.75,161.3,-42.09,100,97,4.72
256,Yulara,AU,2022-02-10 08:03:01,-25.2406,130.9889,91.69,23,87,8.66
257,Inhambane,MZ,2022-02-10 08:03:01,-23.865,35.3833,85.59,54,0,6.67
258,Axim,GH,2022-02-10 08:03:01,4.8699,-2.2405,79.93,83,86,5.12
259,Te Anau,NZ,2022-02-10 08:03:02,-45.4167,167.7167,61.88,82,37,4.61
260,Lavrentiya,RU,2022-02-10 08:03:04,65.5833,-171.0,-27.35,93,57,6.93
261,Kunmadaras,HU,2022-02-10 08:03:04,47.4333,20.8,39.18,74,1,6.31
262,Qaanaaq,GL,2022-02-10 08:03:05,77.484,-69.3632,-22.97,60,52,7.49
263,Bodden Town,KY,2022-02-10 08:03:05,19.2833,-81.25,77.0,86,9,1.99
264,Marinette,US,2022-02-10 08:03:06,45.1,-87.6307,27.05,68,100,10.36
265,Omis,HR,2022-02-10 08:03:06,43.4447,16.6886,46.33,55,6,3.09
266,Karratha,AU,2022-02-10 08:03:06,-20.7377,116.8463,89.67,57,10,17.98
267,Sorong,ID,2022-02-10 08:03:07,-0.8833,131.25,82.69,72,99,6.49
268,Barkhan,PK,2022-02-10 08:03:07,29.8977,69.5256,60.51,18,0,7.52
269,Nemuro,JP,2022-02-10 08:03:07,43.3236,145.575,24.06,69,7,3.02
270,Bonavista,CA,2022-02-10 08:03:08,48.6499,-53.1147,35.11,85,94,22.88
271,Byron Bay,AU,2022-02-10 07:59:29,-28.65,153.6167,84.31,65,0,9.31
272,Lata,PT,2022-02-10 08:03:08,40.1629,-8.3327,46.06,68,67,3.6
273,Springbok,ZA,2022-02-10 08:03:09,-29.6643,17.8865,77.58,10,0,2.3
274,Khandyga,RU,2022-02-10 08:03:09,62.6667,135.6,-27.06,99,88,0.98
275,Buchanan,LR,2022-02-10 08:03:10,5.8808,-10.0467,77.32,89,46,4.0
276,Zempoala,MX,2022-02-10 08:03:10,19.45,-96.4167,62.91,83,57,3.44
277,Matara,LK,2022-02-10 08:03:11,5.9485,80.5353,81.16,72,92,8.14
278,Oistins,BB,2022-02-10 08:03:11,13.0667,-59.5333,77.13,66,78,19.22
279,Mykolayivka,UA,2022-02-10 08:03:11,47.5414,30.7561,43.57,82,88,12.71
280,Parrita,CR,2022-02-10 08:03:12,9.5201,-84.3225,74.68,74,6,4.34
281,Saskylakh,RU,2022-02-10 08:03:12,71.9167,114.0833,-0.56,93,100,13.98
282,Bria,CF,2022-02-10 08:03:12,6.5423,21.9863,88.03,11,45,8.1
283,Montepuez,MZ,2022-02-10 08:03:13,-13.1256,38.9997,75.47,90,100,5.35
284,Yar-Sale,RU,2022-02-10 08:03:13,66.8333,70.8333,4.51,93,58,15.77
285,Nikolskoye,RU,2022-02-10 08:03:13,59.7035,30.7861,33.69,91,24,9.28
286,Vestmannaeyjar,IS,2022-02-10 08:03:14,63.4427,-20.2734,23.99,54,0,5.75
287,Jalu,LY,2022-02-10 08:03:15,29.0331,21.5482,51.76,51,0,8.95
288,Beisfjord,NO,2022-02-10 08:03:15,68.3751,17.5988,28.45,77,100,6.85
289,Tanta,EG,2022-02-10 08:03:16,30.7885,31.0019,57.16,49,99,15.48
290,Kampot,KH,2022-02-10 08:03:16,10.6167,104.1833,87.85,57,100,6.38
291,Sokoto,NG,2022-02-10 08:00:26,13.0609,5.239,72.5,8,27,18.32
292,Shubarshi,KZ,2022-02-10 08:03:17,48.5872,57.1869,18.9,88,100,16.2
293,Cooma,AU,2022-02-10 08:03:17,-36.2333,149.1333,66.31,72,97,7.02
